  70 Dra 27 Dra iot   Dra  12
  71 Dra 28 Dra i     Dra  10
  72 Dra 29 Dra alp   Dra  11
  73 Dra 30 Dra kap   Dra   5
  74 Dra 31 Dra lam   Dra   1
  75 Cep  1 Cep kap   Cep   1
  76 Cep  2 Cep gam   Cep  35
  77 Cep  3           Cep   9
  78 Cep  4 Cep alp   Cep   5
  79 Cep  5 Cep eta   Cep   3
  80 Cep  6 Cep the   Cep   2
  81 Cep  7 Cep xi    Cep  17
  82 Cep  8 Cep iot   Cep  32
  83 Cep  9 Cep eps   Cep  23
  84 Cep 10 Cep zet   Cep  21
  85 Cep 11 Cep lam   Cep  22
  86 Cep~ 1*
  87 Cep~ 2 Cep del   Cep  27
  88 Boo  1 Boo kap   Boo  17
  89 Boo  2 Boo iot   Boo  21
  90 Boo  3 Boo the   Boo  23
  91 Boo  4 Boo lam   Boo  19
  92 Boo  5 Boo gam   Boo  27
  93 Boo  6 Boo bet   Boo  42
  94 Boo  7 Boo del   Boo  49
  95 Boo  8 Boo mu    Boo  51
  96 Boo  9 Boo nu  1 Boo  52
            Boo nu  2 Boo  53
  97 Boo 10 Boo chi   Boo  48
  98 Boo 11*
  99 Boo 12 Boo ome   Boo  41
 100 Boo 13 Boo psi   Boo  43
 101 Boo 14 Boo b     Boo  46
 102 Boo 15 Boo c     Boo  45
 103 Boo 16 Boo eps   Boo  36
 104 Boo 17 Boo sig   Boo  28
 105 Boo 18 Boo rho   Boo  25
 106 Boo 19 Boo zet   Boo  30
 107 Boo 20 Boo eta   Boo   8
 108 Boo 21 Boo tau   Boo   4
 109 Boo 22 Boo ups   Boo   5
 110 Boo~ 1 Boo alp   Boo  16
 111 CrB  1 CrB alp   CrB   5
 112 CrB  2 CrB bet   CrB   3
 113 CrB  3 CrB the   CrB   4
 114 CrB  4 CrB pi    CrB   9
 115 CrB  5 CrB gam   CrB   8
 116 CrB  6 CrB del   CrB  10
 117 CrB  7 CrB eps   CrB  13
 118 CrB  8 CrB iot   CrB  14
 119 Her  1 Her alp   Her  64
 120 Her  2 Her bet   Her  27
 121 Her  3 Her gam   Her  20
 122 Her  4 Her kap   Her   7
 123 Her  5 Her del   Her  65
 124 Her  6 Her lam   Her  76
 125 Her  7 Her mu    Her  86
 126 Her  8 Her ome   Her  66
            Her omi   Her 103
 127 Her  9 Her nu    Her  94
 128 Her 10 Her xi    Her  92
 129 Her 11 Her zet   Her  40
 130 Her 12 Her eps   Her  58
 131 Her 13 Her d     Her  59
 132 Her 14 Her c     Her  61
 133 Her 15 Her pi    Her  67
 134 Her 16 Her e     Her  69
 135 Her 17 Her rho   Her  75
 136 Her 18 Her the   Her  91
 137 Her 19 Her iot   Her  85
 138 Her 20 Her kap   Her  77
 139 Her 21 Her y     Her  82
 140 Her 22 Her z     Her  88
 141 Her 23 Her eta   Her  44
 142 Her 24 Her sig   Her  35
 143 Her 25 Her tau   Her  22
 144 Her 26 Her phi   Her  11
 145 Her 27 Her ups   Her   6
 146 Her 28 Her chi   Her   1
 147 Her 29*
 148 Her~ 1*
 149 Lyr  1 Lyr alp   Lyr   3
 150 Lyr  2 Lyr eps   Lyr   4
 151 Lyr  3 Lyr zet   Lyr   6
 152 Lyr  4 Lyr del 1 Lyr  11
            Lyr del 2 Lyr  12
 153 Lyr  5 Lyr eta   Lyr  20
 154 Lyr  6 Lyr the   Lyr  21
 155 Lyr  7 Lyr bet   Lyr  10
 156 Lyr  8 Lyr nu  1 Lyr   8
 157 Lyr  9 Lyr gam   Lyr  14
 158 Lyr 10 Lyr lam   Lyr  15
 159 Cyg  1 Cyg bet   Cyg   6
 160 Cyg  2 Cyg phi   Cyg  12
 161 Cyg  3 Cyg eta   Cyg  21
 162 Cyg  4 Cyg gam   Cyg  37
 163 Cyg  5 Cyg alp   Cyg  50
 164 Cyg  6 Cyg del   Cyg  18
 165 Cyg  7 Cyg the   Cyg  13
 166 Cyg  8 Cyg iot   Cyg  10
 167 Cyg  9 Cyg kap   Cyg   1
 168 Cyg 10 Cyg eps   Cyg  53
 169 Cyg 11 Cyg lam   Cyg  54
 170 Cyg 12 Cyg zet   Cyg  64
 171 Cyg 13 Cyg nu    Cyg  58
 172 Cyg 14 Cyg xi    Cyg  62
 173 Cyg 15 Cyg omi 1 Cyg  30
            Cyg omi 2 Cyg  31
 174 Cyg 16           Cyg  32
 175 Cyg 17 Cyg ome 1 Cyg  43
 176 Cyg~ 1 Cyg tau   Cyg  65
 177 Cyg~ 2 Cyg A     Cyg  68
 178 Cas  1 Cas zet   Cas  17
 179 Cas  2 Cas alp   Cas  18
 180 Cas  3 Cas eta   Cas  24
 181 Cas  4 Cas gam   Cas  27
 182 Cas  5 Cas del   Cas  37
 183 Cas  6 Cas eps   Cas  45
 184 Cas  7*
 185 Cas  8 Cas the   Cas  33
 186 Cas  9 Cas mu    Cas  30
 187 Cas 10 Cas sig   Cas   8
 188 Cas 11 Cas kap   Cas  15
 189 Cas 12 Cas bet   Cas  11
 190 Cas 13 Cas rho   Cas   7
 191 Per  1 Per chi   Per   7
 192 Per  2*
 193 Per  3 Per gam   Per  23
 194 Per  4 Per the   Per  13
 195 Per  5 Per tau   Per  18
 196 Per  6*
 197 Per  7 Per alp   Per  33
 198 Per  8 Per sig   Per  35
 199 Per  9 Per psi   Per  37
 200 Per 10 Per del   Per  39
 201 Per 11 Per kap   Per  27
 202 Per 12 Per bet   Per  26
 203 Per 13 Per ome   Per  28
 204 Per 14 Per rho   Per  25
 205 Per 15 Per pi    Per  22
 206 Per 16*
 207 Per 17 Per lam   Per  47
 208 Per 18 Per c     Per  48
 209 Per 19 Per mu    Per  51
 210 Per 20 Per d     Per  53
 211 Per 21 Per e     Per  58
 212 Per 22 Per nu    Per  41
 213 Per 23 Per eps   Per  45
 214 Per 24 Per xi    Per  46
 215 Per 25*
 216 Per 26 Per zet   Per  44
 217 Per~ 1 Per f     Per  52
 218 Per~ 2*
 219 Per~ 3 Per p   1 Per  16
            Per p   2 Per  20
 220 Aur  1 Aur del   Aur  33
 221 Aur  2 Aur xi    Aur  30
 222 Aur  3 Aur alp   Aur  13
 223 Aur  4 Aur bet   Aur  34
 224 Aur  5 Aur nu    Aur  32
 225 Aur  6 Aur the   Aur  37
 226 Aur  7 Aur eps   Aur   7
 227 Aur  8 Aur eta   Aur  10
 228 Aur  9 Aur zet   Aur   8
 229 Aur 10 Aur iot   Aur   3
 230 Aur 11 Aur gam   Aur  23
 231 Aur 12 Aur chi   Aur  25
 232 Aur 13 Aur phi   Aur  24
 233 Aur 14*
 234 Oph  1 Oph alp   Oph  55
 235 Oph  2 Oph bet   Oph  60
 236 Oph  3 Oph gam   Oph  62
 237 Oph  4 Oph iot   Oph  25
 238 Oph  5 Oph kap   Oph  27
 239 Oph  6 Oph lam   Oph  10
 240 Oph  7 Oph del   Oph   1
 241 Oph  8 Oph eps   Oph   2
 242 Oph  9 Oph mu    Oph  57
 243 Oph 10 Oph nu    Oph  64
 244 Oph 11 Oph tau   Oph  69
 245 Oph 12 Oph eta   Oph  35
 246 Oph 13*
 247 Oph 14 Oph rho   Oph  40
 248 Oph 15 Oph the   Oph  42
 249 Oph 16 Oph B     Oph  44
 250 Oph 17 Oph e     Oph  50
            Oph e     Oph  51
 251 Oph 18           Oph  52
 252 Oph 19 Oph zet   Oph  13
 253 Oph 20 Oph phi   Oph   8
 254 Oph 21 Oph chi   Oph   7
 255 Oph 22 Oph psi   Oph   4
 256 Oph 23*
 257 Oph 24 Oph ome   Oph   9
 258 Oph~ 1 Oph n     Oph  66
 259 Oph~ 2 Oph o     Oph  67
 260 Oph~ 3 Oph K     Oph  68
 261 Oph~ 4 Oph p     Oph  70
 262 Oph~ 5 Oph S     Oph  71
 263 Ser  1 Ser iot   Ser  21
 264 Ser  2 Ser rho   Ser  38
 265 Ser  3 Ser gam   Ser  41
 266 Ser  4 Ser bet   Ser  28
 267 Ser  5 Ser kap   Ser  35
 268 Ser  6 Ser pi    Ser  44
 269 Ser  7 Ser del   Ser  13
 270 Ser  8 Ser lam   Ser  27
 271 Ser  9 Ser alp   Ser  24
 272 Ser 10 Ser eps   Ser  37
 273 Ser 11 Ser mu    Ser  32
 274 Ser 12 Ser sig   Ser  50
 275 Ser 13 Ser nu    Ser  53
 276 Ser 14 Ser xi    Ser  55
 277 Ser 15 Ser omi   Ser  56
 278 Ser 16 Ser zet   Ser  57
 279 Ser 17 Ser eta   Ser  58
 280 Ser 18 Ser the   Ser  63
 281 Sge  1 Sge gam   Sge  12
 282 Sge  2 Sge zet   Sge   8
 283 Sge  3 Sge del   Sge   7
 284 Sge  4 Sge alp   Sge   5
 285 Sge  5 Sge bet   Sge   6
 286 Aql  1 Aql tau   Aql  63
 287 Aql  2 Aql bet   Aql  60
 288 Aql  3 Aql alp   Aql  53
 289 Aql  4 Aql omi   Aql  54
 290 Aql  5 Aql gam   Aql  50
 291 Aql  6 Aql phi   Aql  61
 292 Aql  7 Aql mu    Aql  38
 293 Aql  8 Aql sig   Aql  44
 294 Aql  9 Aql eps   Aql  13
            Aql zet   Aql  17
 295 Aql~ 1 Aql eta   Aql  55
 296 Aql~ 2 Aql the   Aql  65
 297 Aql~ 3 Aql del   Aql  30
 298 Aql~ 4 Aql nu    Aql  32
            Aql iot   Aql  41
 299 Aql~ 5 Aql kap   Aql  39
 300 Aql~ 6 Aql lam   Aql  16
 301 Del  1 Del eps   Del   2
 302 Del  2 Del iot   Del   5
 303 Del  3 Del kap   Del   7
 304 Del  4 Del bet   Del   6
 305 Del  5 Del alp   Del   9
 306 Del  6 Del del   Del  11
 307 Del  7 Del gam   Del  12
 308 Del  8 Del eta   Del   3
 309 Del  9 Del zet   Del   4
 310 Del 10 Del the   Del   8
 311 Equ  1 Equ alp   Equ   8
 312 Equ  2 Equ bet   Equ  10
 313 Equ  3 Equ gam   Equ   5
 314 Equ  4 Equ del   Equ   7
 315 Peg  1*
 316 Peg  2 Peg gam   Peg  88
 317 Peg  3 Peg bet   Peg  53
 318 Peg  4 Peg alp   Peg  54
 319 Peg  5 Peg tau   Peg  62
 320 Peg  6 Peg ups   Peg  68
 321 Peg  7 Peg eta   Peg  44
 322 Peg  8 Peg omi   Peg  43
 323 Peg  9 Peg lam   Peg  47
 324 Peg 10 Peg mu    Peg  48
 325 Peg 11 Peg zet   Peg  42
 326 Peg 12 Peg xi    Peg  46
 327 Peg 13 Peg rho   Peg  50
 328 Peg 14 Peg sig   Peg  49
 329 Peg 15 Peg the   Peg  26
 330 Peg 16 Peg nu    Peg  22
 331 Peg 17 Peg eps   Peg   8
 332 Peg 18 Peg pi    Peg  29
 333 Peg 19 Peg iot   Peg  24
 334 Peg 20 Peg kap   Peg  10
 335 And  1 And del   And  31
 336 And  2 And pi    And  29
 337 And  3 And eps   And  30
 338 And  4 And sig   And  25
 339 And  5 And the   And  24
 340 And  6 And rho   And  27
 341 And  7 And iot   And  17
 342 And  8 And kap   And  19
 343 And  9 And lam   And  16
 344 And 10 And zet   And  34
 345 And 11 And eta   And  38
 346 And 12 And bet   And  43
 347 And 13 And mu    And  37
 348 And 14 And nu    And  35
 349 And 15 And gam   And  57
 350 And 16 Per phi   And  54
 351 And 17*
 352 And 18 And ups   And  50
 353 And 19 And tau   And  53
 354 And 20 And phi   And  42
 355 And 21 And xi    And  49
 356 And 22 And lam   And  52
 357 And 23 And omi   And   1
 358 Tri  1 Tri alp   Tri   2
 359 Tri  2 Tri bet   Tri   4
 360 Tri  3 Tri del   Tri   8
 361 Tri  4 Tri gam   Tri   9
 362 Ari  1 Ari gam   Ari   5
 363 Ari  2 Ari bet   Ari   6
 364 Ari  3 Ari eta   Ari  17
 365 Ari  4 Ari the 1 Ari  22
 366 Ari  5 Ari iot   Ari   8
 367 Ari  6 Ari nu    Ari  32
 368 Ari  7 Ari eps   Ari  48
 369 Ari  8 Ari del   Ari  57
 370 Ari  9 Ari zet   Ari  58
 371 Ari 10 Ari tau 2 Ari  63
 372 Ari 11 Ari rho 1 Ari  44
            Ari rho 2 Ari  45
            Ari rho 3 Ari  46
 373 Ari 12 Ari sig   Ari  43
 374 Ari 13*
 375 Ari~ 1 Ari alp   Ari  13
 376 Ari~ 2           Ari  33
 377 Ari~ 3           Ari  39
 378 Ari~ 4           Ari  35
 379 Ari~ 5           Ari  41
 380 Tau  1 Tau f     Tau   5
 381 Tau  2 Tau s     Tau   4
 382 Tau  3 Tau xi    Tau   2
 383 Tau  4 Tau omi   Tau   1
 384 Tau  5 Tau e     Tau  30
 385 Tau  6 Tau lam   Tau  35
 386 Tau  7 Tau mu    Tau  49
 387 Tau  8 Tau nu    Tau  38
 388 Tau  9 Tau c   1 Tau  90
            Tau c   2 Tau  93
 389 Tau 10 Tau d     Tau  88
 390 Tau 11 Tau gam   Tau  54
 391 Tau 12 Tau del 1 Tau  61
 392 Tau 13 Tau the 1 Tau  77
            Tau the 2 Tau  78
 393 Tau 14 Tau alp   Tau  87
 394 Tau 15 Tau eps   Tau  74
 395 Tau 16           Tau  99
 396 Tau 17 Tau m     Tau 104
 397 Tau 18 Tau l   1 Tau 106
            Tau l   2 Tau 107
 398 Tau 19 Tau zet   Tau 123
 399 Tau 20 Tau tau   Tau  94
 400 Tau 21 Tau bet   Tau 112
 401 Tau 22 Tau ups 1 Tau  69
            Tau ups 2 Tau  72
 402 Tau 23 Tau kap   Tau  65
 403 Tau 24 Tau ome 1 Tau  43
 404 Tau 25 Tau ome 2 Tau  50
 405 Tau 26 Tau p     Tau  44
 406 Tau 27 Tau psi   Tau  42
 407 Tau 28 Tau chi   Tau  59
 408 Tau 29 Tau phi   Tau  52
 409 Tau 30 Tau d     Tau  23
 410 Tau 31 Tau eta   Tau  25
 411 Tau 32 Tau f     Tau  27
 412 Tau 33*
 413 Tau~ 1           Tau  10
 414 Tau~ 2 Tau iot   Tau 102
 415 Tau~ 3           Tau 108
 416 Tau~ 4 Tau o     Tau 114
 417 Tau~ 5           Tau 126
 418 Tau~ 6           Tau 128
 419 Tau~ 7           Tau 121
 420 Tau~ 8*
 421 Tau~ 9           Tau 132
 422 Tau~10           Tau 136
 423 Tau~11           Tau 139
 424 Gem  1 Gem alp   Gem  66
 425 Gem  2 Gem bet   Gem  78
 426 Gem  3 Gem the   Gem  34
 427 Gem  4 Gem tau   Gem  46
 428 Gem  5 Gem iot   Gem  60
 429 Gem  6 Gem ups   Gem  69
 430 Gem  7 Gem kap   Gem  77
 431 Gem  8 Gem A     Gem  57
 432 Gem  9*
 433 Gem 10 Gem eps   Gem  27
 434 Gem 11 Gem zet   Gem  43
 435 Gem 12 Gem del   Gem  55
 436 Gem 13 Gem lam   Gem  54
 437 Gem 14 Gem eta   Gem   7
 438 Gem 15 Gem mu    Gem  13
 439 Gem 16 Gem nu    Gem  18
 440 Gem 17 Gem gam   Gem  24
 441 Gem 18 Gem xi  2 Gem  31
 442 Gem~ 1 Gem H     Gem   1
 443 Gem~ 2 Gem d     Gem  36
 444 Gem~ 3*
 445 Gem~ 4 Gem l     Gem  85
 446 Gem~ 5 Gem g     Gem  81
 447 Gem~ 6 Gem f     Gem  74
 448 Gem~ 7*
 449 Cnc  1           Cnc  39
 450 Cnc  2 Cnc eta   Cnc  33
 451 Cnc  3 Cnc the   Cnc  31
 452 Cnc  4 Cnc gam   Cnc  43
 453 Cnc  5 Cnc del   Cnc  47
 454 Cnc  6 Cnc alp 2 Cnc  65
 455 Cnc  7 Cnc iot   Cnc  48
 456 Cnc  8 Cnc mu  1 Cnc   9
            Cnc mu  2 Cnc  10
 457 Cnc  9*
 458 Cnc~ 1 Cnc pi    Cnc  81
 459 Cnc~ 2 Cnc kap   Cnc  76
 460 Cnc~ 3 Cnc xi    Cnc  77
 461 Cnc~ 4*
 462 Leo  1 Leo kap   Leo   1
 463 Leo  2 Leo lam   Leo   4
 464 Leo  3 Leo eps   Leo  17
 465 Leo  4 Leo mu    Leo  24
 466 Leo  5 Leo zet   Leo  36
 467 Leo  6 Leo gam   Leo  41
 468 Leo  7 Leo eta   Leo  30
 469 Leo  8 Leo alp   Leo  32
 470 Leo  9 Leo A     Leo  31
 471 Leo 10 Leo nu    Leo  27
 472 Leo 11 Leo psi   Leo  16
 473 Leo 12 Leo xi    Leo   5
 474 Leo 13 Leo omi   Leo  14
 475 Leo 14 Leo pi    Leo  29
 476 Leo 15 Leo rho   Leo  47
 477 Leo 16 Leo i     Leo  46
 478 Leo 17 Leo K     Leo  52
 479 Leo 18 Leo l     Leo  53
 480 Leo 19 Leo b     Leo  60
 481 Leo 20 Leo del   Leo  68
 482 Leo 21 Leo the   Leo  70
 483 Leo 22 Leo n     Leo  73
 484 Leo 23 Leo iot   Leo  78
 485 Leo 24 Leo sig   Leo  77
 486 Leo 25 Leo tau   Leo  84
 487 Leo 26 Leo ups   Leo  91
 488 Leo 27 Leo bet   Leo  94
 489 Leo~ 1*
 490 Leo~ 2           Leo  54
 491 Leo~ 3 Leo chi   Leo  63
 492 Leo~ 4 Leo c     Leo  59
 493 Leo~ 5 Leo d     Leo  58
 494 Leo~ 6 Com c     Com  15
 495 Leo~ 7 Com h     Com   7
 496 Leo~ 8 Com g     Com  21
 497 Vir  1 Vir nu    Vir   3
 498 Vir  2 Vir xi    Vir   2
 499 Vir  3 Vir omi   Vir   9
 500 Vir  4 Vir pi    Vir   8
 501 Vir  5 Vir bet   Vir   5
 502 Vir  6 Vir eta   Vir  15
 503 Vir  7 Vir gam   Vir  29
 504 Vir  8 Vir k     Vir  44
 505 Vir  9 Vir the   Vir  51
 506 Vir 10 Vir del   Vir  43
 507 Vir 11 Vir rho   Vir  30
 508 Vir 12 Vir d   2 Vir  32
 509 Vir 13 Vir eps   Vir  47
 510 Vir 14 Vir alp   Vir  67
 511 Vir 15 Vir zet   Vir  79
 512 Vir 16 Vir l   2 Vir  74
 513 Vir 17 Vir h     Vir  76
 514 Vir 18 Vir m     Vir  82
 515 Vir 19*
 516 Vir 20           Vir  86
 517 Vir 21 Vir p     Vir  90
 518 Vir 22 Vir iot   Vir  99
 519 Vir 23 Vir kap   Vir  98
 520 Vir 24 Vir ups 1 Vir 102
            Vir ups 2 Vir 103
 521 Vir 25 Vir lam   Vir 100
 522 Vir 26 Vir mu    Vir 107
 523 Vir~ 1 Vir chi   Vir  26
 524 Vir~ 2*
 525 Vir~ 3 Vir g     Vir  49
 526 Vir~ 4           Vir  53
 527 Vir~ 5           Vir  63
 528 Vir~ 6           Vir  73
 529 Lib  1 Lib alp   Lib   9
 530 Lib  2 Lib mu    Lib   7
 531 Lib  3 Lib bet   Lib  27
 532 Lib  4 Lib del   Lib  19
 533 Lib  5 Lib iot 1 Lib  24
 534 Lib  6 Lib nu  1 Lib  21
            Lib nu  2 Lib  22
 535 Lib  7 Lib gam   Lib  38
 536 Lib  8 Lib eta   Lib  44
 537 Lib~ 1 Lib eps   Lib  31
 538 Lib~ 2*
 539 Lib~ 3 Lib xi    Lib  51
 540 Lib~ 4 Lib lam   Lib  45
 541 Lib~ 5 Lib kap   Lib  43
 542 Lib~ 6*
 543 Lib~ 7 Lib gam   Lib  20
 544 Lib~ 8           Lib  39
 545 Lib~ 9           Lib  40
 546 Sco  1 Sco bet   Sco   8
 547 Sco  2 Sco del   Sco   7
 548 Sco  3 Sco pi    Sco   6
 549 Sco  4 Sco rho   Sco   5
 550 Sco  5 Sco nu    Sco  14
 551 Sco  6 Sco ome 1 Sco   9
            Sco ome 2 Sco  10
 552 Sco  7 Sco sig   Sco  20
 553 Sco  8 Sco alp   Sco  21
 554 Sco  9 Sco tau   Sco  23
 555 Sco 10 Sco c   1 Sco  12
 556 Sco 11*
 557 Sco 12 Sco eps   Sco  26
 558 Sco 13*
 559 Sco 14*
 560 Sco 15*
 561 Sco 16*
 562 Sco 17*
 563 Sco 18*
 564 Sco 19*
 565 Sco 20           Sco  35
 566 Sco 21 Sco ups   Sco  34
 567 Sco~ 1*
 568 Sco~ 2*
 569 Sco~ 3*
 570 Sgr  1 Sgr gam   Sgr  10
 571 Sgr  2 Sgr del   Sgr  19
 572 Sgr  3 Sgr eps   Sgr  20
 573 Sgr  4 Sgr lam   Sgr  22
 574 Sgr  5 Sgr mu  1 Sgr  13
 575 Sgr  6 Sgr sig   Sgr  34
 576 Sgr  7 Sgr phi   Sgr  27
 577 Sgr  8 Sgr nu  1 Sgr  32
            Sgr nu  2 Sgr  35
 578 Sgr  9 Sgr xi  1 Sgr  36
            Sgr xi  2 Sgr  37
 579 Sgr 10 Sgr omi   Sgr  39
 580 Sgr 11 Sgr pi    Sgr  41
 581 Sgr 12 Sgr d     Sgr  43
 582 Sgr 13 Sgr rho 1 Sgr  44
 583 Sgr 14 Sgr ups   Sgr  46
 584 Sgr 15 Sgr e   1 Sgr  54
            Sgr e   2 Sgr  55
 585 Sgr 16 Sgr g     Sgr  61
 586 Sgr 17 Sgr f     Sgr  56
 587 Sgr 18 Sgr chi 1 Sgr  47
            Sgr chi 2 Sgr  48
            Sgr chi 3 Sgr  49
 588 Sgr 19 Sgr h   1 Sgr  51
            Sgr h   2 Sgr  52
 589 Sgr 20 Sgr psi   Sgr  42
 590 Sgr 21 Sgr tau   Sgr  40
 591 Sgr 22 Sgr zet   Sgr  38
 592 Sgr 23*
 593 Sgr 24*
 594 Sgr 25*
 595 Sgr 26*
 596 Sgr 27*
 597 Sgr 28 Sgr ome   Sgr  58
 598 Sgr 29 Sgr a     Sgr  60
 599 Sgr 30 Sgr b     Sgr  59
 600 Sgr 31 Sgr c     Sgr  62
 601 Cap  1 Cap alp 1 Cap   5
 602 Cap  2 Cap nu    Cap   8
 603 Cap  3 Cap bet   Cap   9
 604 Cap  4 Cap xi    Cap   2
 605 Cap  5 Cap omi   Cap  12
 606 Cap  6 Cap pi    Cap  10
 607 Cap  7 Cap rho   Cap  11
 608 Cap  8 Cap sig   Cap   7
 609 Cap  9 Cap tau   Cap  14
 610 Cap 10 Cap ups   Cap  15
 611 Cap 11 Cap psi   Cap  16
 612 Cap 12 Cap ome   Cap  18
 613 Cap 13 Cap A     Cap  24
 614 Cap 14 Cap zet   Cap  34
 615 Cap 15 Cap b     Cap  36
 616 Cap 16 Cap phi   Cap  28
 617 Cap 17 Cap chi 1 Cap  25
            Cap chi 2 Cap  26
            Cap chi 3 Cap  27
 618 Cap 18 Cap eta   Cap  22
 619 Cap 19 Cap the   Cap  23
 620 Cap 20 Cap iot   Cap  32
 621 Cap 21 Cap eps   Cap  39
 622 Cap 22 Cap kap   Cap  43
 623 Cap 23 Cap gam   Cap  40
 624 Cap 24 Cap del   Cap  49
 625 Cap 25 Cap d   2 Cap  44
 626 Cap 26 Cap mu    Cap  51
 627 Cap 27 Cap lam   Cap  48
 628 Cap 28 Cap c   1 Cap  46
 629 Aqr  1 Aqr d     Aqr  25
 630 Aqr  2 Aqr alp   Aqr  34
 631 Aqr  3 Aqr omi   Aqr  31
 632 Aqr  4 Aqr bet   Aqr  22
 633 Aqr  5 Aqr xi    Aqr  23
 634 Aqr  6 Aqr nu    Aqr  13
 635 Aqr  7 Aqr mu    Aqr   6
 636 Aqr  8 Aqr eps   Aqr   2
 637 Aqr  9 Aqr gam   Aqr  48
 638 Aqr 10 Aqr pi    Aqr  52
 639 Aqr 11 Aqr zet   Aqr  55
 640 Aqr 12 Aqr eta   Aqr  62
 641 Aqr 13 Aqr the   Aqr  43
 642 Aqr 14 Aqr rho   Aqr  46
 643 Aqr 15 Aqr sig   Aqr  57
 644 Aqr 16 Aqr iot   Aqr  33
 645 Aqr 17 Aqr e     Aqr  38
 646 Aqr 18 Aqr del   Aqr  76
 647 Aqr 19 Aqr tau 2 Aqr  71
 648 Aqr 20           Aqr  53
 649 Aqr 21 Aqr ups   Aqr  59
 650 Aqr 22 Aqr g   1 Aqr  66
 651 Aqr 23 Aqr kap   Aqr  63
 652 Aqr 24 Aqr lam   Aqr  73
 653 Aqr 25 Aqr h   1 Aqr  83
            Aqr h   2 Aqr  84
            Aqr h   3 Aqr  85
 654 Aqr 26 Aqr phi   Aqr  90
 655 Aqr 27 Aqr chi   Aqr  92
 656 Aqr 28 Aqr psi   Aqr  91
 657 Aqr 29 Aqr psi   Aqr  93
            Aqr psi 3 Aqr  95
 658 Aqr 30           Aqr  94
 659 Aqr 31         1 Aqr 102
            Aqr ome 2 Aqr 105
 660 Aqr 32*
 661 Aqr 33 Aqr A   1 Aqr 103
 662 Aqr 34 Aqr A   2 Aqr 104
 663 Aqr 35 Aqr A   3 Aqr 106
 664 Aqr 36 Aqr b   1 Aqr  98
 665 Aqr 37 Aqr b   2 Aqr  99
 666 Aqr 38 Aqr b   3 Aqr 100
 667 Aqr 39 Aqr c   1 Aqr  86
 668 Aqr 40 Aqr c     Aqr  89
 669 Aqr 41 Aqr c     Aqr  88
 670 Aqr 42           Aqr  79
 671 Aqr~ 1           Cet   1
 672 Aqr~ 2 Cet f     Cet   6
